"panel","strain","chr","from","to"
"BXD","BxD40","X",90731510,90945245
"BXD","BxD40","X",149090038,149967289
"BXD","BxD42","1",22837644,23152978
"BXD","BxD42","1",96419820,96519847
"BXD","BxD42","1",190821925,190855664
"BXD","BxD42","11",52753982,52755746
"BXD","BxD42","11",52757706,52757909
"BXD","BxD42","11",55076883,55207958
"BXD","BxD42","11",96886980,97840225
"BXD","BxD42","12",13057781,13123786
"BXD","BxD42","12",46031419,46239485
"BXD","BxD42","13",103659611,103675321
"BXD","BxD42","15",62952631,63264167
"BXD","BxD42","16",8238390,8469238
"BXD","BxD42","16",15522963,19883171
"BXD","BxD42","16",21678474,23676895
"BXD","BxD42","16",23712159,23774459
"BXD","BxD42","16",63733397,63752713
"BXD","BxD42","16",69257481,69312720
"BXD","BxD42","17",44381058,45362191
"BXD","BxD42","17",55425357,55433685
"BXD","BxD42","17",66710417,66770663
"BXD","BxD42","17",88243205,89889852
"BXD","BxD42","18",58412840,58430923
"BXD","BxD42","18",70196630,70535376
"BXD","BxD42","18",78389639,81684595
"BXD","BxD42","19",32789886,32817108
"BXD","BxD42","2",167388897,168261798
"BXD","BxD42","2",179458659,179542670
"BXD","BxD42","3",10078785,10094253
"BXD","BxD42","3",67305182,67896670
"BXD","BxD42","3",141704638,141712229
"BXD","BxD42","4",23212065,29187596
"BXD","BxD42","4",36411567,40225497
"BXD","BxD42","4",144494939,144531716
"BXD","BxD42","5",39174323,39753435
"BXD","BxD42","5",63446562,63492083
"BXD","BxD42","5",103535009,103738760
"BXD","BxD42","5",128842311,130816391
"BXD","BxD42","6",87059652,87094160
"BXD","BxD42","7",25192420,26362930
"BXD","BxD42","7",103120267,103146114
"BXD","BxD42","7",146597585,146658148
"BXD","BxD42","8",46649264,58244117
"BXD","BxD42","9",34326210,34382351
"BXD","BxD42","9",34808713,34866565
"BXD","BxD42","9",69498428,69706341
"BXD","BxD42","9",106477603,106603529
"BXD","BxD42","9",111238430,111316026
"BXD","BxD42","X",36252887,41678627
"BXD","BxD43","1",4836643,4857223
"BXD","BxD43","1",25284505,25355417
"BXD","BxD43","1",46953643,46965039
"BXD","BxD43","1",78483339,78929079
"BXD","BxD43","1",160303383,160311601
"BXD","BxD43","1",186384310,186704248
"BXD","BxD43","1",193791576,193824266
"BXD","BxD43","10",88618534,88955211
"BXD","BxD43","11",72983871,73080738
"BXD","BxD43","11",76848179,81992100
"BXD","BxD43","11",118385118,118836006
"BXD","BxD43","12",48412292,54608156
"BXD","BxD43","12",77502484,78191590
"BXD","BxD43","12",115329833,115330112
"BXD","BxD43","12",115379673,115395726
"BXD","BxD43","13",99451093,99512850
"BXD","BxD43","13",102541092,102649198
"BXD","BxD43","14",69405879,71052173
"BXD","BxD43","14",91333112,94101064
"BXD","BxD43","14",119023408,119398903
"BXD","BxD43","15",4324785,7117979
"BXD","BxD43","15",50941203,51051582
"BXD","BxD43","15",55326291,62055347
"BXD","BxD43","15",90323801,90376371
"BXD","BxD43","15",100462523,102123837
"BXD","BxD43","16",26422256,27062966
"BXD","BxD43","16",45773464,45814478
"BXD","BxD43","16",50946060,51008496
"BXD","BxD43","16",60480967,60948819
"BXD","BxD43","16",81106489,82311386
"BXD","BxD43","16",85642728,85801560
"BXD","BxD43","17",45461964,45495426
"BXD","BxD43","17",48782369,48817530
"BXD","BxD43","17",49623515,49628251
"BXD","BxD43","17",51634998,51848322
"BXD","BxD43","17",52680823,52711642
"BXD","BxD43","19",15133260,15367006
"BXD","BxD43","19",26353327,26432283
"BXD","BxD43","19",36131093,36212531
"BXD","BxD43","19",37770728,37803140
"BXD","BxD43","19",40581221,40596843
"BXD","BxD43","2",8021040,11707491
"BXD","BxD43","2",57708392,57900980
"BXD","BxD43","2",101272106,101538973
"BXD","BxD43","2",167388897,168261798
"BXD","BxD43","2",173688162,178310390
"BXD","BxD43","3",11015897,11241581
"BXD","BxD43","3",54577539,54620572
"BXD","BxD43","3",65327925,65367930
"BXD","BxD43","3",108995788,109460474
"BXD","BxD43","3",128995132,129185528
"BXD","BxD43","3",138478083,138568901
"BXD","BxD43","3",141387309,141396486
"BXD","BxD43","4",64961022,66119433
"BXD","BxD43","4",110902464,110925548
"BXD","BxD43","4",129769349,131555156
"BXD","BxD43","4",148277981,148361085
"BXD","BxD43","4",148883842,148898085
"BXD","BxD43","4",154826904,154885802
"BXD","BxD43","4",155264012,155268134
"BXD","BxD43","5",16369322,16437005
"BXD","BxD43","5",60650942,60756714
"BXD","BxD43","5",66769005,66775592
"BXD","BxD43","5",67602946,67650253
"BXD","BxD43","5",139209618,139818451
"BXD","BxD43","5",142138863,142545727
"BXD","BxD43","6",25653133,28190791
"BXD","BxD43","6",32223684,32252363
"BXD","BxD43","6",36704943,37607958
"BXD","BxD43","6",76347428,76977233
"BXD","BxD43","6",89110747,89163576
"BXD","BxD43","6",95077288,95204318
"BXD","BxD43","7",27874966,28305556
"BXD","BxD43","7",47965500,47976814
"BXD","BxD43","7",120982853,120993209
"BXD","BxD43","7",121750044,121851008
"BXD","BxD43","7",127394843,136179207
"BXD","BxD43","7",148061083,149648426
"BXD","BxD43","8",28896201,29149293
"BXD","BxD43","8",37031996,37054326
"BXD","BxD43","8",102939990,102984625
"BXD","BxD43","9",47868106,47888613
"BXD","BxD43","9",110511122,110541131
"BXD","BxD43","X",56339293,56488674
"BXD","BxD43","X",68169133,68201672
"BXD","BxD43","X",90945247,98197449
"BXD","BxD43","X",137616462,147904666
"BXD","BxD44","1",62772420,62838160
"BXD","BxD44","1",100534264,100754376
"BXD","BxD44","1",190999043,191044157
"BXD","BxD44","1",194549195,194579638
"BXD","BxD44","10",46354127,46416712
"BXD","BxD44","10",119634035,119843959
"BXD","BxD44","10",126762880,126908529
"BXD","BxD44","11",28779367,28796878
"BXD","BxD44","11",55076883,55207958
"BXD","BxD44","11",76848179,81992100
"BXD","BxD44","11",111022478,114517095
"BXD","BxD44","11",118385118,118836006
"BXD","BxD44","12",31940483,34890142
"BXD","BxD44","12",106518366,106728042
"BXD","BxD44","13",27129020,30551797
"BXD","BxD44","13",83808511,83891281
"BXD","BxD44","13",103424173,103436886
"BXD","BxD44","14",69405879,71052173
"BXD","BxD44","14",71147084,71637411
"BXD","BxD44","14",81417228,81461167
"BXD","BxD44","14",117676055,118049202
"BXD","BxD44","15",88319653,89297851
"BXD","BxD44","15",98880702,100462521
"BXD","BxD44","16",11496693,11605359
"BXD","BxD44","16",74889132,74899336
"BXD","BxD44","17",64922100,65424787
"BXD","BxD44","17",84053820,84101562
"BXD","BxD44","18",49526109,49616584
"BXD","BxD44","18",54028393,56121339
"BXD","BxD44","18",56192881,56246810
"BXD","BxD44","18",78389639,81684595
"BXD","BxD44","19",22509596,22530893
"BXD","BxD44","19",26353327,26432283
"BXD","BxD44","19",32789886,32817108
"BXD","BxD44","19",59512817,59530364
"BXD","BxD44","2",8021040,11707491
"BXD","BxD44","2",80025512,80168478
"BXD","BxD44","2",91858210,93158026
"BXD","BxD44","2",97943610,98077435
"BXD","BxD44","2",173086146,173282504
"BXD","BxD44","2",173688162,178310390
"BXD","BxD44","3",95536753,97477473
"BXD","BxD44","3",112833079,112855996
"BXD","BxD44","3",117207225,118219207
"BXD","BxD44","3",151882541,153857806
"BXD","BxD44","3",154630828,154722212
"BXD","BxD44","4",57294279,57512874
"BXD","BxD44","4",59859401,59863634
"BXD","BxD44","4",102523626,103307510
"BXD","BxD44","4",131555158,131937020
"BXD","BxD44","4",135929149,135998315
"BXD","BxD44","5",44097783,44200944
"BXD","BxD44","5",63778117,63819511
"BXD","BxD44","5",85658540,86007219
"BXD","BxD44","5",133538655,136355064
"BXD","BxD44","5",137478233,137481475
"BXD","BxD44","5",145121615,145157869
"BXD","BxD44","7",136720693,136986830
"BXD","BxD44","7",144881900,144966453
"BXD","BxD44","8",42463227,44456509
"BXD","BxD44","8",46649264,58244117
"BXD","BxD44","8",120904597,125813824
"BXD","BxD44","9",50824982,50921614
"BXD","BxD44","9",74021964,74045841
"BXD","BxD44","9",94781579,94805165
"BXD","BxD44","9",106477603,106603529
"BXD","BxD44","9",110511122,110541131
"BXD","BxD44","9",121845195,121894205
"BXD","BxD44","X",128310065,128384838
"BXD","BxD44","X",137616462,147904666
"BXD","BxD45","1",14558054,14566933
"BXD","BxD45","1",39077592,39197264
"BXD","BxD45","1",46965041,46979052
"BXD","BxD45","1",58081113,58172416
"BXD","BxD45","10",20569042,27299375
"BXD","BxD45","10",46609117,56034585
"BXD","BxD45","10",97112188,101577653
"BXD","BxD45","11",39373923,41762097
"BXD","BxD45","11",89469504,89506621
"BXD","BxD45","11",99675951,100214834
"BXD","BxD45","11",111022478,114517095
"BXD","BxD45","11",118385118,118836006
"BXD","BxD45","12",36732632,37416420
"BXD","BxD45","12",66150760,68502693
"BXD","BxD45","12",76223207,76442318
"BXD","BxD45","13",37411890,39401123
"BXD","BxD45","13",73158074,75912685
"BXD","BxD45","13",81309324,81950947
"BXD","BxD45","13",90424724,90501169
"BXD","BxD45","14",23541671,23701104
"BXD","BxD45","14",49579842,49602520
"BXD","BxD45","14",105595190,105630786
"BXD","BxD45","15",12642765,12721826
"BXD","BxD45","15",22090940,22128336
"BXD","BxD45","15",55101997,55267217
"BXD","BxD45","15",64892363,65996420
"BXD","BxD45","15",92624433,92760108
"BXD","BxD45","15",94079286,94090809
"BXD","BxD45","15",95036843,95066335
"BXD","BxD45","15",100462523,102123837
"BXD","BxD45","16",23789764,26422254
"BXD","BxD45","16",32509234,32540786
"BXD","BxD45","16",49849771,50946058
"BXD","BxD45","16",56526412,56548112
"BXD","BxD45","16",87738594,88033027
"BXD","BxD45","16",97760249,97788528
"BXD","BxD45","17",10263478,10402572
"BXD","BxD45","17",21732884,21819299
"BXD","BxD45","17",48635095,48739176
"BXD","BxD45","17",78930334,79316923
"BXD","BxD45","17",90109669,90119091
"BXD","BxD45","18",6947946,11021231
"BXD","BxD45","18",39942143,40001512
"BXD","BxD45","18",65334620,65704452
"BXD","BxD45","18",76959452,77079108
"BXD","BxD45","19",25508228,25573335
"BXD","BxD45","19",32477894,32607197
"BXD","BxD45","19",36212533,36507329
"BXD","BxD45","19",48201160,48212355
"BXD","BxD45","19",53224127,53456279
"BXD","BxD45","19",54302475,54388126
"BXD","BxD45","2",8021040,11707491
"BXD","BxD45","2",42385286,42409929
"BXD","BxD45","2",54910624,54944830
"BXD","BxD45","2",169943206,170032403
"BXD","BxD45","2",173688162,178310390
"BXD","BxD45","3",9565088,9983631
"BXD","BxD45","3",35600784,36447577
"BXD","BxD45","3",39184905,39549751
"BXD","BxD45","3",67305182,67896670
"BXD","BxD45","3",141338116,141375442
"BXD","BxD45","3",144262529,144337964
"BXD","BxD45","4",82140068,82169297
"BXD","BxD45","4",95267733,95412060
"BXD","BxD45","5",7305862,12255013
"BXD","BxD45","5",22636814,22653949
"BXD","BxD45","5",55864572,55967789
"BXD","BxD45","5",97962502,97969821
"BXD","BxD45","5",113692088,113802973
"BXD","BxD45","5",126851442,126892228
"BXD","BxD45","5",130889074,130929281
"BXD","BxD45","5",145200278,145209962
"BXD","BxD45","5",147449822,147535125
"BXD","BxD45","6",52012396,52053614
"BXD","BxD45","6",93541348,93549790
"BXD","BxD45","6",113955415,113977398
"BXD","BxD45","7",10935938,12360554
"BXD","BxD45","7",26709111,27088275
"BXD","BxD45","7",38216958,38708930
"BXD","BxD45","7",56564565,56630213
"BXD","BxD45","7",67127320,67130950
"BXD","BxD45","7",122213584,122227898
"BXD","BxD45","7",125971333,125978315
"BXD","BxD45","7",127394843,136179207
"BXD","BxD45","8",22999522,23004523
"BXD","BxD45","8",25991616,26017910
"BXD","BxD45","8",69612570,69854190
"BXD","BxD45","8",74984101,75025249
"BXD","BxD45","8",79990796,82984005
"BXD","BxD45","8",117068657,117075075
"BXD","BxD45","8",119093117,119096514
"BXD","BxD45","9",29752643,31141712
"BXD","BxD45","9",59986655,62112347
"BXD","BxD45","9",114377916,115433905
"BXD","BxD45","X",44785213,45011397
"BXD","BxD45","X",55428046,55753130
"BXD","BxD47","1",13832705,13845449
"BXD","BxD47","1",39197266,39287738
"BXD","BxD47","1",71767304,72549852
"BXD","BxD47","1",90340277,90402244
"BXD","BxD47","1",90493913,90517761
"BXD","BxD47","1",92540825,93001661
"BXD","BxD47","1",139558345,139562356
"BXD","BxD47","1",151052493,151137795
"BXD","BxD47","1",155560094,155563589
"BXD","BxD47","1",172465415,172970024
"BXD","BxD47","1",182244470,182333522
"BXD","BxD47","1",184423381,184569534
"BXD","BxD47","1",188821869,188869944
"BXD","BxD47","1",189247397,189257657
"BXD","BxD47","1",195337908,195869597
"BXD","BxD47","10",12284630,12299962
"BXD","BxD47","10",19322527,19336109
"BXD","BxD47","10",19530670,19657275
"BXD","BxD47","10",20111589,20232215
"BXD","BxD47","10",20569042,27299375
"BXD","BxD47","10",30745475,67279385
"BXD","BxD47","10",110402783,110510889
"BXD","BxD47","10",118297731,118369160
"BXD","BxD47","10",121498880,122405637
"BXD","BxD47","10",124981173,125008070
"BXD","BxD47","11",8896420,8918319
"BXD","BxD47","11",11457235,11581328
"BXD","BxD47","11",28522444,28537535
"BXD","BxD47","11",34220035,34407243
"BXD","BxD47","11",44405121,44437316
"BXD","BxD47","11",50357822,50401129
"BXD","BxD47","11",88786245,88805787
"BXD","BxD47","11",104811316,104866845
"BXD","BxD47","11",106930723,106994495
"BXD","BxD47","11",108013450,108031687
"BXD","BxD47","11",109280149,111022476
"BXD","BxD47","11",117320764,117381812
"BXD","BxD47","11",118836008,118868257
"BXD","BxD47","12",12608673,12635234
"BXD","BxD47","12",26683391,26712026
"BXD","BxD47","12",72767859,76050540
"BXD","BxD47","12",77502484,78191590
"BXD","BxD47","13",18417649,18427972
"BXD","BxD47","13",54715399,54946285
"BXD","BxD47","13",63685754,63741933
"BXD","BxD47","13",107873387,108024336
"BXD","BxD47","13",108278435,108329330
"BXD","BxD47","13",112595852,113408613
"BXD","BxD47","14",10214181,10237891
"BXD","BxD47","14",20238816,20566966
"BXD","BxD47","14",47596706,47598082
"BXD","BxD47","14",55328768,55359896
"BXD","BxD47","14",57257887,57265806
"BXD","BxD47","14",72036587,72405682
"BXD","BxD47","14",75234564,75281561
"BXD","BxD47","14",103950791,103970107
"BXD","BxD47","14",120433259,120437545
"BXD","BxD47","16",15522963,19883171
"BXD","BxD47","16",44664043,45032050
"BXD","BxD47","16",67743705,67778559
"BXD","BxD47","16",86229629,86271659
"BXD","BxD47","17",4709087,5332902
"BXD","BxD47","17",57425433,61481304
"BXD","BxD47","17",69360349,70520416
"BXD","BxD47","17",75360106,75368580
"BXD","BxD47","17",78927075,78930332
"BXD","BxD47","17",79936160,81357693
"BXD","BxD47","17",85333319,86266796
"BXD","BxD47","17",87941704,87958563
"BXD","BxD47","17",88243205,89889852
"BXD","BxD47","18",58562655,65334618
"BXD","BxD47","18",68335373,68344750
"BXD","BxD47","18",70196630,70535376
"BXD","BxD47","18",74020536,74048802
"BXD","BxD47","18",81684597,82307908
"BXD","BxD47","19",16014213,16138017
"BXD","BxD47","19",38833971,38838963
"BXD","BxD47","19",40423561,40444773
"BXD","BxD47","19",50811584,51240688
"BXD","BxD47","2",8021040,11707491
"BXD","BxD47","2",35053517,35957195
"BXD","BxD47","2",44194738,44198421
"BXD","BxD47","2",157155158,157170436
"BXD","BxD47","2",158931866,159277409
"BXD","BxD47","2",164070176,164100802
"BXD","BxD47","2",168725738,168745884
"BXD","BxD47","2",180337911,180375104
"BXD","BxD47","2",180594141,180733186
"BXD","BxD47","3",9565088,9983631
"BXD","BxD47","3",10401442,10469652
"BXD","BxD47","3",15906611,15980878
"BXD","BxD47","3",50960940,52857203
"BXD","BxD47","3",97477475,98090359
"BXD","BxD47","3",101914953,104862463
"BXD","BxD47","3",119342295,119392186
"BXD","BxD47","3",123096923,125310864
"BXD","BxD47","3",138478083,138568901
"BXD","BxD47","3",141396488,141397276
"BXD","BxD47","3",148728334,148843251
"BXD","BxD47","3",151882541,153857806
"BXD","BxD47","4",20432717,20458111
"BXD","BxD47","4",88686031,88776713
"BXD","BxD47","4",95657483,96563853
"BXD","BxD47","4",107097862,107221257
"BXD","BxD47","4",108876671,108889965
"BXD","BxD47","4",120696518,120717006
"BXD","BxD47","4",137764064,137798467
"BXD","BxD47","4",139583491,139585919
"BXD","BxD47","4",140337991,140355525
"BXD","BxD47","4",149785450,149807589
"BXD","BxD47","5",5365278,5401888
"BXD","BxD47","5",7305862,12255013
"BXD","BxD47","5",16437007,16559205
"BXD","BxD47","5",39815260,39846115
"BXD","BxD47","5",48689391,48897301
"BXD","BxD47","5",50877215,50908605
"BXD","BxD47","5",55195252,55230119
"BXD","BxD47","5",58007016,58081530
"BXD","BxD47","5",98866322,98968514
"BXD","BxD47","5",142138863,142545727
"BXD","BxD47","5",142672403,142974489
"BXD","BxD47","6",9945900,9987064
"BXD","BxD47","6",12935538,12937171
"BXD","BxD47","6",110849174,110867932
"BXD","BxD47","6",146755036,147609174
"BXD","BxD47","7",26709111,27088275
"BXD","BxD47","7",31205554,31247461
"BXD","BxD47","7",37452423,37455052
"BXD","BxD47","7",75003784,75206550
"BXD","BxD47","7",82063268,82192358
"BXD","BxD47","7",89221810,89263556
"BXD","BxD47","7",96521483,96752047
"BXD","BxD47","7",104613847,104617770
"BXD","BxD47","7",114793068,118823605
"BXD","BxD47","7",122213584,122227898
"BXD","BxD47","7",123272854,123274407
"BXD","BxD47","7",124151625,124308076
"BXD","BxD47","7",127394843,136179207
"BXD","BxD47","7",148061083,149648426
"BXD","BxD47","8",18457813,18502836
"BXD","BxD47","8",25492839,25562591
"BXD","BxD47","8",120904597,125813824
"BXD","BxD47","9",87350725,87398946
"BXD","BxD47","9",102048874,102232915
"BXD","BxD47","9",110511122,110541131
"BXD","BxD47","9",114377916,115433905
"BXD","BxD47","X",128310065,128384838
"BXD","BxD47","X",158414345,159825193
"BXD","BxD47","X",160752530,160856143
"BXD","BxD47","X",162772257,162786246
"BXD","BxD48","1",12721700,12928524
"BXD","BxD48","1",25284505,25355417
"BXD","BxD48","1",62772420,62838160
"BXD","BxD48","1",78483339,78929079
"BXD","BxD48","1",117432075,117485749
"BXD","BxD48","1",128612735,128625710
"BXD","BxD48","1",130439905,130442880
"BXD","BxD48","1",141134357,141343161
"BXD","BxD48","1",162170273,162172554
"BXD","BxD48","1",184423381,184569534
"BXD","BxD48","1",190323707,190342185
"BXD","BxD48","10",28975419,30425807
"BXD","BxD48","10",110402783,110510889
"BXD","BxD48","10",111875325,113811887
"BXD","BxD48","10",115358904,115571077
"BXD","BxD48","11",34220035,34407243
"BXD","BxD48","11",63114485,64552416
"BXD","BxD48","11",67465625,67481783
"BXD","BxD48","11",68786529,68814780
"BXD","BxD48","11",70315136,70334217
"BXD","BxD48","11",76848179,81992100
"BXD","BxD48","11",96886980,97840225
"BXD","BxD48","11",100702288,100942502
"BXD","BxD48","12",47890418,47922395
"BXD","BxD48","12",77371283,77393800
"BXD","BxD48","12",95616425,97343221
"BXD","BxD48","13",10360372,16195770
"BXD","BxD48","13",23951433,27129018
"BXD","BxD48","13",32626516,32735700
"BXD","BxD48","13",42761503,42822485
"BXD","BxD48","13",45649417,45996845
"BXD","BxD48","13",53547634,54715397
"BXD","BxD48","13",100723868,101027612
"BXD","BxD48","13",106904523,106966289
"BXD","BxD48","14",57435763,57536154
"BXD","BxD48","15",3717745,3776294
"BXD","BxD48","15",11283443,12579903
"BXD","BxD48","15",29793504,31323251
"BXD","BxD48","15",37392169,38292802
"BXD","BxD48","15",100462523,102123837
"BXD","BxD48","16",51052822,51070059
"BXD","BxD48","17",4709087,5332902
"BXD","BxD48","17",90779233,90801724
"BXD","BxD48","18",15408258,16451999
"BXD","BxD48","18",41860003,41888361
"BXD","BxD48","18",43207822,43290986
"BXD","BxD48","18",69238278,69327221
"BXD","BxD48","19",14953285,14961764
"BXD","BxD48","19",33028937,35648430
"BXD","BxD48","2",41468331,41483052
"BXD","BxD48","2",42385286,42409929
"BXD","BxD48","2",54944859,54976796
"BXD","BxD48","2",57708392,57900980
"BXD","BxD48","2",60692110,60795131
"BXD","BxD48","2",66469464,66600297
"BXD","BxD48","2",136271567,139517377
"BXD","BxD48","2",158931866,159277409
"BXD","BxD48","2",161721342,161721540
"BXD","BxD48","2",163596124,163612363
"BXD","BxD48","2",164191589,164215897
"BXD","BxD48","2",167388897,168261798
"BXD","BxD48","2",180223102,180337909
"BXD","BxD48","2",180594141,180733186
"BXD","BxD48","3",35600784,36447577
"BXD","BxD48","3",57243326,57286333
"BXD","BxD48","3",101914953,104862463
"BXD","BxD48","3",106922860,106924702
"BXD","BxD48","3",129185530,129200387
"BXD","BxD48","3",141387309,141396486
"BXD","BxD48","3",143232984,143265200
"BXD","BxD48","4",33438914,33835023
"BXD","BxD48","4",47412443,49592723
"BXD","BxD48","4",95657483,96563853
"BXD","BxD48","4",126473747,126730352
"BXD","BxD48","4",155450972,155471319
"BXD","BxD48","5",7305862,12255013
"BXD","BxD48","5",14060221,14230751
"BXD","BxD48","5",15867420,15877629
"BXD","BxD48","5",16369322,16437005
"BXD","BxD48","5",18648052,20532161
"BXD","BxD48","5",53257267,53282001
"BXD","BxD48","5",102537262,103038213
"BXD","BxD48","5",106421955,106471725
"BXD","BxD48","5",118232842,118260551
